model,run_id,protocol_id,item_id,canonical_n,reversed_n,canonical_p,reversed_p,canonical_reversed_tv,mean_presented_position0_minus1,literal_example_pair_0_2_1_5
qwen/qwen3-32b,20260916T150406Z_580a58409482,580a5840948209ecb177dc6fdaf36e265a32ccfe223d791eb3235fea9269f27e,Obedience,6,6,"[0.767, 0.233]","[0.525, 0.475]",0.24153439153439155,0.9166666666666666,1
qwen/qwen3-32b,20260916T150406Z_580a58409482,580a5840948209ecb177dc6fdaf36e265a32ccfe223d791eb3235fea9269f27e,dealing with people?,6,6,"[0.532, 0.468]","[0.635, 0.365]",0.10317460317460325,-0.6666666666666666,0
qwen/qwen3-8b,20260916T181355Z_589e10fa7924,589e10fa7924ecf8f88650d6587ff37c440f47c6c4cc4325c7009ef8d4eeb4ec,"Determination, perseverance",6,6,"[0.500, 0.500]","[0.833, 0.167]",0.33333333333333337,-2.0,0
qwen/qwen3-8b,20260916T181355Z_589e10fa7924,589e10fa7924ecf8f88650d6587ff37c440f47c6c4cc4325c7009ef8d4eeb4ec,God,6,6,"[0.167, 0.833]","[0.500, 0.500]",0.33333333333333337,-2.0,0
qwen/qwen3-8b,20260916T181355Z_589e10fa7924,589e10fa7924ecf8f88650d6587ff37c440f47c6c4cc4325c7009ef8d4eeb4ec,Imagination,6,6,"[0.500, 0.500]","[0.500, 0.500]",0.0,0.0,0
qwen/qwen3-8b,20260916T181355Z_589e10fa7924,589e10fa7924ecf8f88650d6587ff37c440f47c6c4cc4325c7009ef8d4eeb4ec,Independence,6,6,"[0.500, 0.500]","[0.500, 0.500]",0.0,0.0,0
qwen/qwen3-8b,20260916T181355Z_589e10fa7924,589e10fa7924ecf8f88650d6587ff37c440f47c6c4cc4325c7009ef8d4eeb4ec,Obedience,6,6,"[0.286, 0.714]","[0.778, 0.222]",0.4920634920634921,-3.1666666666666665,6
qwen/qwen3-8b,20260916T181355Z_589e10fa7924,589e10fa7924ecf8f88650d6587ff37c440f47c6c4cc4325c7009ef8d4eeb4ec,dealing with people?,6,6,"[0.667, 0.333]","[0.571, 0.429]",0.09523809523809529,0.5,0
qwen/qwen3-coder,20260916T195554Z_304db4b1aa6c,304db4b1aa6c80d734f802749c75143feddfcdb740c4131385e927148ba7d05b,"Determination, perseverance",6,6,"[0.833, 0.167]","[0.833, 0.167]",0.0,0.0,0
qwen/qwen3-coder,20260916T195554Z_304db4b1aa6c,304db4b1aa6c80d734f802749c75143feddfcdb740c4131385e927148ba7d05b,God,6,6,"[0.167, 0.833]","[0.333, 0.667]",0.16666666666666669,-1.0,0
qwen/qwen3-coder,20260916T195554Z_304db4b1aa6c,304db4b1aa6c80d734f802749c75143feddfcdb740c4131385e927148ba7d05b,Imagination,6,6,"[0.833, 0.167]","[0.833, 0.167]",0.0,0.0,0
qwen/qwen3-coder,20260916T195554Z_304db4b1aa6c,304db4b1aa6c80d734f802749c75143feddfcdb740c4131385e927148ba7d05b,Independence,6,6,"[0.833, 0.167]","[0.833, 0.167]",0.0,0.0,0
qwen/qwen3-coder,20260916T195554Z_304db4b1aa6c,304db4b1aa6c80d734f802749c75143feddfcdb740c4131385e927148ba7d05b,Obedience,6,6,"[0.750, 0.250]","[0.724, 0.276]",0.02619047619047618,-0.16666666666666666,0
qwen/qwen3-coder,20260916T195554Z_304db4b1aa6c,304db4b1aa6c80d734f802749c75143feddfcdb740c4131385e927148ba7d05b,dealing with people?,6,6,"[0.464, 0.536]","[0.571, 0.429]",0.1071428571428571,-0.75,0
qwen/qwen3-coder-30b-a3b-instruct,20260916T194257Z_39659697ca34,39659697ca3437f62be4fb8e129e6b3902a91b5acac3243ca914dfc917dd563b,"Determination, perseverance",6,6,"[0.833, 0.167]","[0.833, 0.167]",0.0,0.0,0
qwen/qwen3-coder-30b-a3b-instruct,20260916T194257Z_39659697ca34,39659697ca3437f62be4fb8e129e6b3902a91b5acac3243ca914dfc917dd563b,God,6,6,"[0.167, 0.833]","[0.667, 0.333]",0.5,-2.5,0
qwen/qwen3-coder-30b-a3b-instruct,20260916T194257Z_39659697ca34,39659697ca3437f62be4fb8e129e6b3902a91b5acac3243ca914dfc917dd563b,Imagination,6,6,"[0.828, 0.172]","[0.764, 0.236]",0.0638888888888888,0.25,0
qwen/qwen3-coder-30b-a3b-instruct,20260916T194257Z_39659697ca34,39659697ca3437f62be4fb8e129e6b3902a91b5acac3243ca914dfc917dd563b,Independence,6,6,"[0.817, 0.183]","[0.770, 0.230]",0.04682539682539673,0.08333333333333333,1
qwen/qwen3-coder-30b-a3b-instruct,20260916T194257Z_39659697ca34,39659697ca3437f62be4fb8e129e6b3902a91b5acac3243ca914dfc917dd563b,Obedience,6,6,"[0.750, 0.250]","[0.694, 0.306]",0.05555555555555561,0.3333333333333333,0
qwen/qwen3-coder-30b-a3b-instruct,20260916T194257Z_39659697ca34,39659697ca3437f62be4fb8e129e6b3902a91b5acac3243ca914dfc917dd563b,dealing with people?,6,6,"[0.429, 0.571]","[0.486, 0.514]",0.057142857142856995,-0.5,0
qwen/qwen3-coder-next,20260916T191559Z_57bed80fd5b9,57bed80fd5b94157effe68fe998c7c12612fea210c1371dbf230097a7e8e0717,"Determination, perseverance",6,6,"[0.667, 0.333]","[0.613, 0.387]",0.05357142857142852,0.16666666666666666,2
qwen/qwen3-coder-next,20260916T191559Z_57bed80fd5b9,57bed80fd5b94157effe68fe998c7c12612fea210c1371dbf230097a7e8e0717,God,6,6,"[0.233, 0.767]","[0.389, 0.611]",0.1555555555555555,-0.8333333333333334,0
qwen/qwen3-coder-next,20260916T191559Z_57bed80fd5b9,57bed80fd5b94157effe68fe998c7c12612fea210c1371dbf230097a7e8e0717,Imagination,6,6,"[0.491, 0.509]","[0.633, 0.367]",0.1421957671957672,-1.0,1
qwen/qwen3-coder-next,20260916T191559Z_57bed80fd5b9,57bed80fd5b94157effe68fe998c7c12612fea210c1371dbf230097a7e8e0717,Independence,6,6,"[0.644, 0.356]","[0.722, 0.278]",0.07870370370370372,-0.4166666666666667,0
qwen/qwen3-coder-next,20260916T191559Z_57bed80fd5b9,57bed80fd5b94157effe68fe998c7c12612fea210c1371dbf230097a7e8e0717,Obedience,6,6,"[0.772, 0.228]","[0.620, 0.380]",0.151984126984127,0.6666666666666666,0
qwen/qwen3-coder-next,20260916T191559Z_57bed80fd5b9,57bed80fd5b94157effe68fe998c7c12612fea210c1371dbf230097a7e8e0717,dealing with people?,6,6,"[0.583, 0.417]","[0.623, 0.377]",0.03968253968253968,-0.3333333333333333,2
qwen/qwen3-coder-plus,20260916T193258Z_182a7e888696,182a7e88869698133f1175f18e53e7f6f2f056739559d325b211bd065235a71c,"Determination, perseverance",6,6,"[0.800, 0.200]","[0.500, 0.500]",0.3,1.5,0
qwen/qwen3-coder-plus,20260916T193258Z_182a7e888696,182a7e88869698133f1175f18e53e7f6f2f056739559d325b211bd065235a71c,God,6,6,"[0.167, 0.833]","[0.375, 0.625]",0.20833333333333337,-1.0,0
qwen/qwen3-coder-plus,20260916T193258Z_182a7e888696,182a7e88869698133f1175f18e53e7f6f2f056739559d325b211bd065235a71c,Imagination,6,6,"[0.800, 0.200]","[0.167, 0.833]",0.6333333333333333,3.5,0
qwen/qwen3-coder-plus,20260916T193258Z_182a7e888696,182a7e88869698133f1175f18e53e7f6f2f056739559d325b211bd065235a71c,Independence,6,6,"[0.800, 0.200]","[0.500, 0.500]",0.3,1.5,0
qwen/qwen3-coder-plus,20260916T193258Z_182a7e888696,182a7e88869698133f1175f18e53e7f6f2f056739559d325b211bd065235a71c,Obedience,6,6,"[0.750, 0.250]","[0.400, 0.600]",0.35,1.5,0
qwen/qwen3-coder-plus,20260916T193258Z_182a7e888696,182a7e88869698133f1175f18e53e7f6f2f056739559d325b211bd065235a71c,dealing with people?,6,6,"[0.429, 0.571]","[0.571, 0.429]",0.14285714285714274,-1.0,0
qwen/qwen3-max-thinking,20260916T145109Z_bca0745bdc15,bca0745bdc1554718d57891098f366214f05e9e896007a916d14a06efa33471a,"Determination, perseverance",6,6,"[0.833, 0.167]","[0.833, 0.167]",0.0,0.0,0
qwen/qwen3-max-thinking,20260916T145109Z_bca0745bdc15,bca0745bdc1554718d57891098f366214f05e9e896007a916d14a06efa33471a,God,6,6,"[0.167, 0.833]","[0.167, 0.833]",0.0,0.0,0
qwen/qwen3-max-thinking,20260916T145109Z_bca0745bdc15,bca0745bdc1554718d57891098f366214f05e9e896007a916d14a06efa33471a,Imagination,6,6,"[0.833, 0.167]","[0.833, 0.167]",0.0,0.0,0
qwen/qwen3-max-thinking,20260916T145109Z_bca0745bdc15,bca0745bdc1554718d57891098f366214f05e9e896007a916d14a06efa33471a,Independence,6,6,"[0.833, 0.167]","[0.833, 0.167]",0.0,0.0,0
qwen/qwen3-max-thinking,20260916T145109Z_bca0745bdc15,bca0745bdc1554718d57891098f366214f05e9e896007a916d14a06efa33471a,Obedience,6,6,"[0.750, 0.250]","[0.767, 0.233]",0.01666666666666665,-0.16666666666666666,0
qwen/qwen3-max-thinking,20260916T145109Z_bca0745bdc15,bca0745bdc1554718d57891098f366214f05e9e896007a916d14a06efa33471a,dealing with people?,6,6,"[0.397, 0.603]","[0.500, 0.500]",0.10317460317460317,-0.6666666666666666,0
qwen/qwen3-next-80b-a3b-instruct,20260916T193846Z_9d8a5189c078,9d8a5189c078672eb884784938b183944fb161d0e716e2c44722540b17603e34,"Determination, perseverance",6,6,"[0.833, 0.167]","[0.833, 0.167]",0.0,0.0,0
qwen/qwen3-next-80b-a3b-instruct,20260916T193846Z_9d8a5189c078,9d8a5189c078672eb884784938b183944fb161d0e716e2c44722540b17603e34,God,6,6,"[0.500, 0.500]","[0.167, 0.833]",0.33333333333333337,2.0,0
qwen/qwen3-next-80b-a3b-instruct,20260916T193846Z_9d8a5189c078,9d8a5189c078672eb884784938b183944fb161d0e716e2c44722540b17603e34,Imagination,6,6,"[0.833, 0.167]","[0.833, 0.167]",0.0,0.0,0
qwen/qwen3-next-80b-a3b-instruct,20260916T193846Z_9d8a5189c078,9d8a5189c078672eb884784938b183944fb161d0e716e2c44722540b17603e34,Independence,6,6,"[0.833, 0.167]","[0.833, 0.167]",0.0,0.0,0
qwen/qwen3-next-80b-a3b-instruct,20260916T193846Z_9d8a5189c078,9d8a5189c078672eb884784938b183944fb161d0e716e2c44722540b17603e34,Obedience,6,6,"[0.286, 0.714]","[0.667, 0.333]",0.380952380952381,-2.0,6
qwen/qwen3-next-80b-a3b-instruct,20260916T193846Z_9d8a5189c078,9d8a5189c078672eb884784938b183944fb161d0e716e2c44722540b17603e34,dealing with people?,6,6,"[0.500, 0.500]","[0.667, 0.333]",0.16666666666666666,-1.0,0
qwen/qwen3-vl-235b-a22b-instruct,20260916T192432Z_61ab1adae378,61ab1adae3781ca3893328a845d4d517daa5fb47e07ea189da1df45388f62d42,"Determination, perseverance",6,6,"[0.833, 0.167]","[0.833, 0.167]",0.0,0.0,0
qwen/qwen3-vl-235b-a22b-instruct,20260916T192432Z_61ab1adae378,61ab1adae3781ca3893328a845d4d517daa5fb47e07ea189da1df45388f62d42,God,6,6,"[0.514, 0.486]","[0.790, 0.210]",0.27539682539682536,-1.75,0
qwen/qwen3-vl-235b-a22b-instruct,20260916T192432Z_61ab1adae378,61ab1adae3781ca3893328a845d4d517daa5fb47e07ea189da1df45388f62d42,Imagination,6,6,"[0.833, 0.167]","[0.833, 0.167]",0.0,0.0,0
qwen/qwen3-vl-235b-a22b-instruct,20260916T192432Z_61ab1adae378,61ab1adae3781ca3893328a845d4d517daa5fb47e07ea189da1df45388f62d42,Independence,6,6,"[0.833, 0.167]","[0.833, 0.167]",0.0,0.0,0
qwen/qwen3-vl-235b-a22b-instruct,20260916T192432Z_61ab1adae378,61ab1adae3781ca3893328a845d4d517daa5fb47e07ea189da1df45388f62d42,Obedience,6,6,"[0.833, 0.167]","[0.833, 0.167]",0.0,0.0,0
qwen/qwen3-vl-235b-a22b-instruct,20260916T192432Z_61ab1adae378,61ab1adae3781ca3893328a845d4d517daa5fb47e07ea189da1df45388f62d42,dealing with people?,6,6,"[0.548, 0.452]","[0.571, 0.429]",0.023809523809523753,-0.16666666666666666,0
qwen/qwen3-vl-30b-a3b-instruct,20260916T192223Z_0a798666aeed,0a798666aeed20785b4661c8c2fe4a6fc6853796bc2f3c45133863469e5b3f82,"Determination, perseverance",6,6,"[0.833, 0.167]","[0.833, 0.167]",0.0,0.0,0
qwen/qwen3-vl-30b-a3b-instruct,20260916T192223Z_0a798666aeed,0a798666aeed20785b4661c8c2fe4a6fc6853796bc2f3c45133863469e5b3f82,God,6,6,"[0.600, 0.400]","[0.615, 0.385]",0.015079365079365054,-0.25,0
qwen/qwen3-vl-30b-a3b-instruct,20260916T192223Z_0a798666aeed,0a798666aeed20785b4661c8c2fe4a6fc6853796bc2f3c45133863469e5b3f82,Imagination,6,6,"[0.833, 0.167]","[0.556, 0.444]",0.2777777777777778,1.6666666666666667,0
qwen/qwen3-vl-30b-a3b-instruct,20260916T192223Z_0a798666aeed,0a798666aeed20785b4661c8c2fe4a6fc6853796bc2f3c45133863469e5b3f82,Independence,6,6,"[0.833, 0.167]","[0.833, 0.167]",0.0,0.0,0
qwen/qwen3-vl-30b-a3b-instruct,20260916T192223Z_0a798666aeed,0a798666aeed20785b4661c8c2fe4a6fc6853796bc2f3c45133863469e5b3f82,Obedience,6,6,"[0.800, 0.200]","[0.833, 0.167]",0.03333333333333338,-0.5,0
qwen/qwen3-vl-30b-a3b-instruct,20260916T192223Z_0a798666aeed,0a798666aeed20785b4661c8c2fe4a6fc6853796bc2f3c45133863469e5b3f82,dealing with people?,6,6,"[0.429, 0.571]","[0.571, 0.429]",0.14285714285714274,-1.0,0
qwen/qwen3-vl-32b-instruct,20260916T191809Z_43ddc43fb5a2,43ddc43fb5a29c7fbf21c8f32b42a909c2118feb9255959ecaeab7dadb1f3dde,"Determination, perseverance",6,6,"[0.833, 0.167]","[0.833, 0.167]",0.0,0.0,0
qwen/qwen3-vl-32b-instruct,20260916T191809Z_43ddc43fb5a2,43ddc43fb5a29c7fbf21c8f32b42a909c2118feb9255959ecaeab7dadb1f3dde,God,6,6,"[0.600, 0.400]","[0.833, 0.167]",0.23333333333333334,-1.5,0
qwen/qwen3-vl-32b-instruct,20260916T191809Z_43ddc43fb5a2,43ddc43fb5a29c7fbf21c8f32b42a909c2118feb9255959ecaeab7dadb1f3dde,Imagination,6,6,"[0.833, 0.167]","[0.833, 0.167]",0.0,0.0,0
qwen/qwen3-vl-32b-instruct,20260916T191809Z_43ddc43fb5a2,43ddc43fb5a29c7fbf21c8f32b42a909c2118feb9255959ecaeab7dadb1f3dde,Independence,6,6,"[0.833, 0.167]","[0.833, 0.167]",0.0,0.0,0
qwen/qwen3-vl-32b-instruct,20260916T191809Z_43ddc43fb5a2,43ddc43fb5a29c7fbf21c8f32b42a909c2118feb9255959ecaeab7dadb1f3dde,Obedience,6,6,"[0.833, 0.167]","[0.833, 0.167]",0.0,0.0,0
qwen/qwen3-vl-32b-instruct,20260916T191809Z_43ddc43fb5a2,43ddc43fb5a29c7fbf21c8f32b42a909c2118feb9255959ecaeab7dadb1f3dde,dealing with people?,6,6,"[0.571, 0.429]","[0.571, 0.429]",0.0,0.0,0
qwen/qwen3-vl-8b-instruct,20260916T192044Z_1d7f4015decb,1d7f4015decbcbe955adb79817b970981ca1d3165ed121b458b213ba1060f675,"Determination, perseverance",6,6,"[0.833, 0.167]","[0.833, 0.167]",0.0,0.0,0
qwen/qwen3-vl-8b-instruct,20260916T192044Z_1d7f4015decb,1d7f4015decbcbe955adb79817b970981ca1d3165ed121b458b213ba1060f675,God,6,6,"[0.500, 0.500]","[0.556, 0.444]",0.05555555555555558,-0.3333333333333333,0
qwen/qwen3-vl-8b-instruct,20260916T192044Z_1d7f4015decb,1d7f4015decbcbe955adb79817b970981ca1d3165ed121b458b213ba1060f675,Imagination,6,6,"[0.833, 0.167]","[0.833, 0.167]",0.0,0.0,0
qwen/qwen3-vl-8b-instruct,20260916T192044Z_1d7f4015decb,1d7f4015decbcbe955adb79817b970981ca1d3165ed121b458b213ba1060f675,Independence,6,6,"[0.833, 0.167]","[0.833, 0.167]",0.0,0.0,0
qwen/qwen3-vl-8b-instruct,20260916T192044Z_1d7f4015decb,1d7f4015decbcbe955adb79817b970981ca1d3165ed121b458b213ba1060f675,Obedience,6,6,"[0.500, 0.500]","[0.833, 0.167]",0.33333333333333337,-2.0,0
qwen/qwen3-vl-8b-instruct,20260916T192044Z_1d7f4015decb,1d7f4015decbcbe955adb79817b970981ca1d3165ed121b458b213ba1060f675,dealing with people?,6,6,"[0.500, 0.500]","[0.571, 0.429]",0.07142857142857137,-0.5,0
qwen/qwen3.5-122b-a10b,20260916T143453Z_e0a9daef251d,e0a9daef251d975c5e805e159f3813dd0c55b3f0919876b828e572b0530bea88,"Determination, perseverance",6,6,"[0.833, 0.167]","[0.668, 0.332]",0.16567460317460314,0.9166666666666666,1
qwen/qwen3.5-122b-a10b,20260916T143453Z_e0a9daef251d,e0a9daef251d975c5e805e159f3813dd0c55b3f0919876b828e572b0530bea88,God,6,6,"[0.461, 0.539]","[0.528, 0.472]",0.06666666666666671,-0.3333333333333333,0
qwen/qwen3.5-122b-a10b,20260916T143453Z_e0a9daef251d,e0a9daef251d975c5e805e159f3813dd0c55b3f0919876b828e572b0530bea88,Imagination,6,6,"[0.813, 0.187]","[0.833, 0.167]",0.019841269841269923,-0.08333333333333333,0
qwen/qwen3.5-122b-a10b,20260916T143453Z_e0a9daef251d,e0a9daef251d975c5e805e159f3813dd0c55b3f0919876b828e572b0530bea88,Independence,6,6,"[0.833, 0.167]","[0.759, 0.241]",0.0744047619047619,0.3333333333333333,2
qwen/qwen3.5-122b-a10b,20260916T143453Z_e0a9daef251d,e0a9daef251d975c5e805e159f3813dd0c55b3f0919876b828e572b0530bea88,Obedience,6,6,"[0.645, 0.355]","[0.681, 0.319]",0.036441798941798914,-0.5833333333333334,0
qwen/qwen3.5-122b-a10b,20260916T143453Z_e0a9daef251d,e0a9daef251d975c5e805e159f3813dd0c55b3f0919876b828e572b0530bea88,dealing with people?,6,6,"[0.361, 0.639]","[0.761, 0.239]",0.4,-2.3333333333333335,0
qwen/qwen3.5-27b,20260916T143235Z_7058adf367d2,7058adf367d238c6c92e1b83ae71f6556362e9fc7a243297b6fc65e54e2c2886,"Determination, perseverance",6,6,"[0.833, 0.167]","[0.714, 0.286]",0.11904761904761903,0.5,6
qwen/qwen3.5-27b,20260916T143235Z_7058adf367d2,7058adf367d238c6c92e1b83ae71f6556362e9fc7a243297b6fc65e54e2c2886,God,6,6,"[0.167, 0.833]","[0.167, 0.833]",0.0,0.0,0
qwen/qwen3.5-27b,20260916T143235Z_7058adf367d2,7058adf367d238c6c92e1b83ae71f6556362e9fc7a243297b6fc65e54e2c2886,Imagination,6,6,"[0.833, 0.167]","[0.714, 0.286]",0.11904761904761903,0.5,6
qwen/qwen3.5-27b,20260916T143235Z_7058adf367d2,7058adf367d238c6c92e1b83ae71f6556362e9fc7a243297b6fc65e54e2c2886,Independence,6,6,"[0.833, 0.167]","[0.833, 0.167]",0.0,0.0,0
qwen/qwen3.5-27b,20260916T143235Z_7058adf367d2,7058adf367d238c6c92e1b83ae71f6556362e9fc7a243297b6fc65e54e2c2886,Obedience,6,6,"[0.833, 0.167]","[0.667, 0.333]",0.16666666666666669,1.0,0
qwen/qwen3.5-27b,20260916T143235Z_7058adf367d2,7058adf367d238c6c92e1b83ae71f6556362e9fc7a243297b6fc65e54e2c2886,dealing with people?,6,6,"[0.517, 0.483]","[0.667, 0.333]",0.14999999999999997,-0.9166666666666666,0
qwen/qwen3.5-35b-a3b,20260916T142959Z_7ee20ca2b88f,7ee20ca2b88f69dd06b9de3018deea4cb7a418e3119e17862cd0b32146daae1a,"Determination, perseverance",6,6,"[0.743, 0.257]","[0.647, 0.353]",0.09623015873015867,0.5833333333333334,1
qwen/qwen3.5-35b-a3b,20260916T142959Z_7ee20ca2b88f,7ee20ca2b88f69dd06b9de3018deea4cb7a418e3119e17862cd0b32146daae1a,God,6,6,"[0.417, 0.583]","[0.542, 0.458]",0.125,-0.6666666666666666,0
qwen/qwen3.5-35b-a3b,20260916T142959Z_7ee20ca2b88f,7ee20ca2b88f69dd06b9de3018deea4cb7a418e3119e17862cd0b32146daae1a,Imagination,6,6,"[0.833, 0.167]","[0.574, 0.426]",0.25925925925925924,1.5833333333333333,0
qwen/qwen3.5-35b-a3b,20260916T142959Z_7ee20ca2b88f,7ee20ca2b88f69dd06b9de3018deea4cb7a418e3119e17862cd0b32146daae1a,Independence,6,6,"[0.794, 0.206]","[0.668, 0.332]",0.1259920634920635,0.75,1
qwen/qwen3.5-35b-a3b,20260916T142959Z_7ee20ca2b88f,7ee20ca2b88f69dd06b9de3018deea4cb7a418e3119e17862cd0b32146daae1a,Obedience,6,6,"[0.833, 0.167]","[0.794, 0.206]",0.038888888888888945,0.3333333333333333,0
qwen/qwen3.5-35b-a3b,20260916T142959Z_7ee20ca2b88f,7ee20ca2b88f69dd06b9de3018deea4cb7a418e3119e17862cd0b32146daae1a,dealing with people?,6,6,"[0.528, 0.472]","[0.652, 0.348]",0.1246031746031746,-0.8333333333333334,1
qwen/qwen3.5-397b-a17b,20260916T144546Z_921707cb0d3d,921707cb0d3db143e948e9d78cd8191f4ee720eaf56b6934e2d13d9ce9e3382f,"Determination, perseverance",6,6,"[0.833, 0.167]","[0.833, 0.167]",0.0,0.0,0
qwen/qwen3.5-397b-a17b,20260916T144546Z_921707cb0d3d,921707cb0d3db143e948e9d78cd8191f4ee720eaf56b6934e2d13d9ce9e3382f,God,6,6,"[0.167, 0.833]","[0.167, 0.833]",0.0,0.0,0
qwen/qwen3.5-397b-a17b,20260916T144546Z_921707cb0d3d,921707cb0d3db143e948e9d78cd8191f4ee720eaf56b6934e2d13d9ce9e3382f,Imagination,6,6,"[0.833, 0.167]","[0.833, 0.167]",0.0,0.0,0
qwen/qwen3.5-397b-a17b,20260916T144546Z_921707cb0d3d,921707cb0d3db143e948e9d78cd8191f4ee720eaf56b6934e2d13d9ce9e3382f,Independence,6,6,"[0.833, 0.167]","[0.833, 0.167]",0.0,0.0,0
qwen/qwen3.5-397b-a17b,20260916T144546Z_921707cb0d3d,921707cb0d3db143e948e9d78cd8191f4ee720eaf56b6934e2d13d9ce9e3382f,Obedience,6,6,"[0.778, 0.222]","[0.833, 0.167]",0.055555555555555566,-0.5,0
qwen/qwen3.5-397b-a17b,20260916T144546Z_921707cb0d3d,921707cb0d3db143e948e9d78cd8191f4ee720eaf56b6934e2d13d9ce9e3382f,dealing with people?,6,6,"[0.429, 0.571]","[0.500, 0.500]",0.07142857142857137,-0.5,0
qwen/qwen3.5-9b,20260916T142212Z_3016d2c1ab8d,3016d2c1ab8d8f88f01723d2d695be996c7f1fdcd442a51cfbb6c7b7110a25e9,"Determination, perseverance",6,6,"[0.778, 0.222]","[0.758, 0.242]",0.019841269841269868,0.08333333333333333,1
qwen/qwen3.5-9b,20260916T142212Z_3016d2c1ab8d,3016d2c1ab8d8f88f01723d2d695be996c7f1fdcd442a51cfbb6c7b7110a25e9,God,6,6,"[0.417, 0.583]","[0.500, 0.500]",0.08333333333333334,-0.5,0
qwen/qwen3.5-9b,20260916T142212Z_3016d2c1ab8d,3016d2c1ab8d8f88f01723d2d695be996c7f1fdcd442a51cfbb6c7b7110a25e9,Imagination,6,6,"[0.778, 0.222]","[0.667, 0.333]",0.11111111111111102,0.6666666666666666,0
qwen/qwen3.5-9b,20260916T142212Z_3016d2c1ab8d,3016d2c1ab8d8f88f01723d2d695be996c7f1fdcd442a51cfbb6c7b7110a25e9,Independence,6,6,"[0.778, 0.222]","[0.591, 0.409]",0.1865079365079365,1.0833333333333333,1
qwen/qwen3.5-9b,20260916T142212Z_3016d2c1ab8d,3016d2c1ab8d8f88f01723d2d695be996c7f1fdcd442a51cfbb6c7b7110a25e9,Obedience,6,6,"[0.508, 0.492]","[0.519, 0.481]",0.010185185185185242,-0.25,0
qwen/qwen3.5-9b,20260916T142212Z_3016d2c1ab8d,3016d2c1ab8d8f88f01723d2d695be996c7f1fdcd442a51cfbb6c7b7110a25e9,dealing with people?,6,6,"[0.428, 0.572]","[0.596, 0.404]",0.16825396825396824,-1.0,0
qwen/qwen3.5-plus-02-15,20260916T144205Z_74e3649a6961,74e3649a6961000bab284e801fe811d5c8fc4cf1db15af52bb10959f5a5a37c1,"Determination, perseverance",6,6,"[0.833, 0.167]","[0.833, 0.167]",0.0,0.0,0
qwen/qwen3.5-plus-02-15,20260916T144205Z_74e3649a6961,74e3649a6961000bab284e801fe811d5c8fc4cf1db15af52bb10959f5a5a37c1,God,6,6,"[0.167, 0.833]","[0.167, 0.833]",0.0,0.0,0
qwen/qwen3.5-plus-02-15,20260916T144205Z_74e3649a6961,74e3649a6961000bab284e801fe811d5c8fc4cf1db15af52bb10959f5a5a37c1,Imagination,6,6,"[0.833, 0.167]","[0.833, 0.167]",0.0,0.0,0
qwen/qwen3.5-plus-02-15,20260916T144205Z_74e3649a6961,74e3649a6961000bab284e801fe811d5c8fc4cf1db15af52bb10959f5a5a37c1,Independence,6,6,"[0.833, 0.167]","[0.833, 0.167]",0.0,0.0,0
qwen/qwen3.5-plus-02-15,20260916T144205Z_74e3649a6961,74e3649a6961000bab284e801fe811d5c8fc4cf1db15af52bb10959f5a5a37c1,Obedience,6,6,"[0.694, 0.306]","[0.819, 0.181]",0.1250000000000001,-0.9166666666666666,0
qwen/qwen3.5-plus-02-15,20260916T144205Z_74e3649a6961,74e3649a6961000bab284e801fe811d5c8fc4cf1db15af52bb10959f5a5a37c1,dealing with people?,6,6,"[0.440, 0.560]","[0.500, 0.500]",0.05952380952380948,-0.4166666666666667,0
qwen/qwen3.5-plus-20260420,20260916T135722Z_6d6ce30e9fbc,6d6ce30e9fbc5fdb07229b0a08e067d77511857069a4e572613d3e48b7c8b261,"Determination, perseverance",6,6,"[0.813, 0.187]","[0.833, 0.167]",0.019841269841269812,-0.08333333333333333,0
qwen/qwen3.5-plus-20260420,20260916T135722Z_6d6ce30e9fbc,6d6ce30e9fbc5fdb07229b0a08e067d77511857069a4e572613d3e48b7c8b261,God,6,6,"[0.222, 0.778]","[0.167, 0.833]",0.055555555555555566,0.3333333333333333,0
qwen/qwen3.5-plus-20260420,20260916T135722Z_6d6ce30e9fbc,6d6ce30e9fbc5fdb07229b0a08e067d77511857069a4e572613d3e48b7c8b261,Imagination,6,6,"[0.833, 0.167]","[0.778, 0.222]",0.055555555555555566,0.3333333333333333,0
qwen/qwen3.5-plus-20260420,20260916T135722Z_6d6ce30e9fbc,6d6ce30e9fbc5fdb07229b0a08e067d77511857069a4e572613d3e48b7c8b261,Independence,6,6,"[0.833, 0.167]","[0.833, 0.167]",0.0,0.0,0
qwen/qwen3.5-plus-20260420,20260916T135722Z_6d6ce30e9fbc,6d6ce30e9fbc5fdb07229b0a08e067d77511857069a4e572613d3e48b7c8b261,Obedience,6,6,"[0.781, 0.219]","[0.789, 0.211]",0.008333333333333318,-0.08333333333333333,0
qwen/qwen3.5-plus-20260420,20260916T135722Z_6d6ce30e9fbc,6d6ce30e9fbc5fdb07229b0a08e067d77511857069a4e572613d3e48b7c8b261,dealing with people?,6,6,"[0.583, 0.417]","[0.639, 0.361]",0.05555555555555561,-0.3333333333333333,0
qwen/qwen3.6-27b,20260916T141139Z_abf45a27f4ba,abf45a27f4bafad0eb264aac33b1e49e9d0404e141966954d0707930d56665e3,"Determination, perseverance",6,6,"[0.778, 0.222]","[0.799, 0.201]",0.020833333333333356,-0.16666666666666666,0
