model,run_id,protocol_id,item_id,n_samples,flat_ratings,flat_fraction,mean_normalized_spread,unique_argmax_fraction,mean_argmax_tie_size,mean_sample_tv_from_uniform,aggregate_tv_from_uniform,explicit_prompt_or_persona_mismatch,explicit_indifference,explicit_neutral_policy,other_saved_rationale,no_saved_rationale,rationale_example
openai/gpt-6-astra,20260916T154406Z_95bb4d3939e9,95bb4d3939e9937823357b5cd87adb1a6640cc5b04e0841dfec03095331a5e44,Abortion,12,1,0.08333333333333333,0.7291666666666666,0.08333333333333333,3.0833333333333335,0.1691819291819292,0.15285103785103787,0,0,0,0,1,
openai/gpt-6-astra,20260916T154406Z_95bb4d3939e9,95bb4d3939e9937823357b5cd87adb1a6640cc5b04e0841dfec03095331a5e44,Attending peaceful demonstrations,12,0,0.0,1.0,1.0,1.0,0.38095238095238093,0.380952380952381,0,0,0,0,0,
openai/gpt-6-astra,20260916T154406Z_95bb4d3939e9,95bb4d3939e9937823357b5cd87adb1a6640cc5b04e0841dfec03095331a5e44,"Determination, perseverance",12,0,0.0,0.9791666666666666,1.0,1.0,0.3234126984126985,0.32341269841269843,0,0,0,0,0,
openai/gpt-6-astra,20260916T154406Z_95bb4d3939e9,95bb4d3939e9937823357b5cd87adb1a6640cc5b04e0841dfec03095331a5e44,God,12,8,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.6666666666666667,0.11111111111111112,0.1111111111111111,0,0,1,0,7,"sample 5 (initial, explicit_neutral_policy): **Considering belief terminology** I’m thinking about how to express a lack of belief without asserting atheism. It seems like using neutral language could work well for this situation. Maybe I could frame it as a rating scale, asking if someone believes in God or not, with optio"
openai/gpt-6-astra,20260916T154406Z_95bb4d3939e9,95bb4d3939e9937823357b5cd87adb1a6640cc5b04e0841dfec03095331a5e44,Homosexuality,12,0,0.0,1.0,1.0,1.0,0.26881669055582097,0.25419254658385093,0,0,0,0,0,
openai/gpt-6-astra,20260916T154406Z_95bb4d3939e9,95bb4d3939e9937823357b5cd87adb1a6640cc5b04e0841dfec03095331a5e44,Imagination,12,0,0.0,0.9583333333333334,1.0,1.0,0.31349206349206354,0.31349206349206354,0,0,0,0,0,
openai/gpt-6-astra,20260916T154406Z_95bb4d3939e9,95bb4d3939e9937823357b5cd87adb1a6640cc5b04e0841dfec03095331a5e44,Independence,12,0,0.0,0.875,1.0,1.0,0.2738095238095239,0.2738095238095238,0,0,0,0,0,
openai/gpt-6-astra,20260916T154406Z_95bb4d3939e9,95bb4d3939e9937823357b5cd87adb1a6640cc5b04e0841dfec03095331a5e44,Joining in boycotts,12,0,0.0,0.5833333333333334,0.8333333333333334,1.1666666666666667,0.2646825396825397,0.15515873015873016,0,0,0,0,0,
openai/gpt-6-astra,20260916T154406Z_95bb4d3939e9,95bb4d3939e9937823357b5cd87adb1a6640cc5b04e0841dfec03095331a5e44,Obedience,12,7,0.5833333333333334,0.20833333333333334,0.4166666666666667,1.5833333333333333,0.06944444444444443,0.0694444444444445,0,0,1,2,4,"sample 0 (initial, other_saved_rationale): **Deciding on obedience values** I’m thinking about choosing a moderate level of obedience at 3, but shouldn’t I mention 4? I want to balance values like respect for children and the importance of independence over blind obedience. It seems reasonable to stick with 3, as it’s imp"
openai/gpt-6-astra,20260916T154406Z_95bb4d3939e9,95bb4d3939e9937823357b5cd87adb1a6640cc5b04e0841dfec03095331a5e44,Religion,12,7,0.5833333333333334,0.4166666666666667,0.4166666666666667,2.75,0.14467592592592593,0.14467592592592587,0,0,0,0,7,
openai/gpt-6-astra,20260916T154406Z_95bb4d3939e9,95bb4d3939e9937823357b5cd87adb1a6640cc5b04e0841dfec03095331a5e44,Signing a petition,12,0,0.0,0.75,1.0,1.0,0.32857142857142857,0.18571428571428572,0,0,0,0,0,
openai/gpt-6-astra,20260916T154406Z_95bb4d3939e9,95bb4d3939e9937823357b5cd87adb1a6640cc5b04e0841dfec03095331a5e44,dealing with people?,12,5,0.4166666666666667,0.14583333333333334,0.5833333333333334,1.4166666666666667,0.04166666666666666,0.0416666666666666,0,0,0,0,5,
qwen/qwen-2.5-72b-instruct,20260916T201119Z_9c1d40b30945,9c1d40b30945565e488b212177e40c29f730c2e96d4b07d09cbc135ba75a81f0,Abortion,12,0,0.0,0.9375,0.75,1.75,0.20321590174531354,0.18705110249227896,0,0,0,0,0,
qwen/qwen-2.5-72b-instruct,20260916T201119Z_9c1d40b30945,9c1d40b30945565e488b212177e40c29f730c2e96d4b07d09cbc135ba75a81f0,Attending peaceful demonstrations,12,0,0.0,0.8541666666666666,1.0,1.0,0.20069444444444448,0.2006944444444445,0,0,0,0,0,
qwen/qwen-2.5-72b-instruct,20260916T201119Z_9c1d40b30945,9c1d40b30945565e488b212177e40c29f730c2e96d4b07d09cbc135ba75a81f0,"Determination, perseverance",12,0,0.0,1.0,1.0,1.0,0.3333333333333334,0.33333333333333337,0,0,0,0,0,
qwen/qwen-2.5-72b-instruct,20260916T201119Z_9c1d40b30945,9c1d40b30945565e488b212177e40c29f730c2e96d4b07d09cbc135ba75a81f0,God,12,2,0.16666666666666666,0.7916666666666666,0.8333333333333334,1.1666666666666667,0.26388888888888895,0.26388888888888895,0,0,0,0,2,
qwen/qwen-2.5-72b-instruct,20260916T201119Z_9c1d40b30945,9c1d40b30945565e488b212177e40c29f730c2e96d4b07d09cbc135ba75a81f0,Homosexuality,12,0,0.0,1.0,0.3333333333333333,3.3333333333333335,0.18942307692307692,0.15576923076923077,0,0,0,0,0,
qwen/qwen-2.5-72b-instruct,20260916T201119Z_9c1d40b30945,9c1d40b30945565e488b212177e40c29f730c2e96d4b07d09cbc135ba75a81f0,Imagination,12,0,0.0,1.0,1.0,1.0,0.3333333333333334,0.33333333333333337,0,0,0,0,0,
qwen/qwen-2.5-72b-instruct,20260916T201119Z_9c1d40b30945,9c1d40b30945565e488b212177e40c29f730c2e96d4b07d09cbc135ba75a81f0,Independence,12,0,0.0,1.0,1.0,1.0,0.3333333333333334,0.33333333333333337,0,0,0,0,0,
qwen/qwen-2.5-72b-instruct,20260916T201119Z_9c1d40b30945,9c1d40b30945565e488b212177e40c29f730c2e96d4b07d09cbc135ba75a81f0,Joining in boycotts,12,0,0.0,0.6875,1.0,1.0,0.15995370370370374,0.1599537037037037,0,0,0,0,0,
qwen/qwen-2.5-72b-instruct,20260916T201119Z_9c1d40b30945,9c1d40b30945565e488b212177e40c29f730c2e96d4b07d09cbc135ba75a81f0,Obedience,12,1,0.08333333333333333,0.4375,0.9166666666666666,1.0833333333333333,0.1162367724867725,0.07919973544973544,0,0,0,0,1,
qwen/qwen-2.5-72b-instruct,20260916T201119Z_9c1d40b30945,9c1d40b30945565e488b212177e40c29f730c2e96d4b07d09cbc135ba75a81f0,Religion,12,0,0.0,0.9375,1.0,1.0,0.23371212121212123,0.038257575757575726,0,0,0,0,0,
qwen/qwen-2.5-72b-instruct,20260916T201119Z_9c1d40b30945,9c1d40b30945565e488b212177e40c29f730c2e96d4b07d09cbc135ba75a81f0,Signing a petition,12,0,0.0,1.0,1.0,1.0,0.23240740740740742,0.23240740740740748,0,0,0,0,0,
qwen/qwen-2.5-72b-instruct,20260916T201119Z_9c1d40b30945,9c1d40b30945565e488b212177e40c29f730c2e96d4b07d09cbc135ba75a81f0,dealing with people?,12,4,0.3333333333333333,0.22916666666666666,0.6666666666666666,1.3333333333333333,0.07142857142857141,0.07142857142857137,0,0,0,0,4,
qwen/qwen-2.5-7b-instruct,20260916T200857Z_66ad076e1a37,66ad076e1a37493e4d3db982a0220048e520103459cefc709bc8f09f3fef6c9a,Abortion,12,0,0.0,1.0,0.75,1.25,0.21690015975935514,0.19480063412534676,0,0,0,0,0,
qwen/qwen-2.5-7b-instruct,20260916T200857Z_66ad076e1a37,66ad076e1a37493e4d3db982a0220048e520103459cefc709bc8f09f3fef6c9a,Attending peaceful demonstrations,12,0,0.0,0.7708333333333334,0.9166666666666666,1.0833333333333333,0.23845598845598845,0.22835497835497834,0,0,0,0,0,
qwen/qwen-2.5-7b-instruct,20260916T200857Z_66ad076e1a37,66ad076e1a37493e4d3db982a0220048e520103459cefc709bc8f09f3fef6c9a,"Determination, perseverance",12,3,0.25,0.7083333333333334,0.75,1.25,0.2444444444444445,0.2444444444444445,0,0,0,0,3,
qwen/qwen-2.5-7b-instruct,20260916T200857Z_66ad076e1a37,66ad076e1a37493e4d3db982a0220048e520103459cefc709bc8f09f3fef6c9a,God,12,8,0.6666666666666666,0.1875,0.3333333333333333,1.6666666666666667,0.0626984126984127,0.03492063492063488,0,0,0,0,8,
qwen/qwen-2.5-7b-instruct,20260916T200857Z_66ad076e1a37,66ad076e1a37493e4d3db982a0220048e520103459cefc709bc8f09f3fef6c9a,Homosexuality,12,0,0.0,0.625,0.16666666666666666,5.166666666666667,0.10762511298225584,0.0771761307475593,0,0,0,0,0,
qwen/qwen-2.5-7b-instruct,20260916T200857Z_66ad076e1a37,66ad076e1a37493e4d3db982a0220048e520103459cefc709bc8f09f3fef6c9a,Imagination,12,0,0.0,1.0,1.0,1.0,0.3333333333333334,0.33333333333333337,0,0,0,0,0,
qwen/qwen-2.5-7b-instruct,20260916T200857Z_66ad076e1a37,66ad076e1a37493e4d3db982a0220048e520103459cefc709bc8f09f3fef6c9a,Independence,12,0,0.0,0.9375,1.0,1.0,0.3250000000000001,0.325,0,0,0,0,0,
qwen/qwen-2.5-7b-instruct,20260916T200857Z_66ad076e1a37,66ad076e1a37493e4d3db982a0220048e520103459cefc709bc8f09f3fef6c9a,Joining in boycotts,12,0,0.0,0.75,1.0,1.0,0.2380952380952381,0.23809523809523808,0,0,0,0,0,
qwen/qwen-2.5-7b-instruct,20260916T200857Z_66ad076e1a37,66ad076e1a37493e4d3db982a0220048e520103459cefc709bc8f09f3fef6c9a,Obedience,12,6,0.5,0.20833333333333334,0.5,1.5,0.1111111111111111,0.11111111111111116,0,0,0,0,6,
qwen/qwen-2.5-7b-instruct,20260916T200857Z_66ad076e1a37,66ad076e1a37493e4d3db982a0220048e520103459cefc709bc8f09f3fef6c9a,Religion,12,1,0.08333333333333333,0.5208333333333334,0.9166666666666666,1.25,0.19285714285714284,0.14285714285714285,0,0,0,0,1,
qwen/qwen-2.5-7b-instruct,20260916T200857Z_66ad076e1a37,66ad076e1a37493e4d3db982a0220048e520103459cefc709bc8f09f3fef6c9a,Signing a petition,12,0,0.0,0.7083333333333334,1.0,1.0,0.22619047619047616,0.22619047619047616,0,0,0,0,0,
qwen/qwen-2.5-7b-instruct,20260916T200857Z_66ad076e1a37,66ad076e1a37493e4d3db982a0220048e520103459cefc709bc8f09f3fef6c9a,dealing with people?,12,2,0.16666666666666666,0.2916666666666667,0.8333333333333334,1.1666666666666667,0.09365079365079365,0.05793650793650795,0,0,0,0,2,
qwen/qwen-plus,20260916T200626Z_88ba5af838ed,88ba5af838eda5d298b312553d7c941e72a37cbf28890cdb9d8436b5f40e7cfe,Abortion,12,0,0.0,1.0,1.0,1.0,0.20370370370370372,0.20370370370370372,0,0,0,0,0,
qwen/qwen-plus,20260916T200626Z_88ba5af838ed,88ba5af838eda5d298b312553d7c941e72a37cbf28890cdb9d8436b5f40e7cfe,Attending peaceful demonstrations,12,0,0.0,0.9583333333333334,1.0,1.0,0.22916666666666666,0.22916666666666669,0,0,0,0,0,
qwen/qwen-plus,20260916T200626Z_88ba5af838ed,88ba5af838eda5d298b312553d7c941e72a37cbf28890cdb9d8436b5f40e7cfe,"Determination, perseverance",12,0,0.0,1.0,1.0,1.0,0.3333333333333334,0.33333333333333337,0,0,0,0,0,
qwen/qwen-plus,20260916T200626Z_88ba5af838ed,88ba5af838eda5d298b312553d7c941e72a37cbf28890cdb9d8436b5f40e7cfe,God,12,0,0.0,1.0,1.0,1.0,0.3333333333333334,0.33333333333333337,0,0,0,0,0,
qwen/qwen-plus,20260916T200626Z_88ba5af838ed,88ba5af838eda5d298b312553d7c941e72a37cbf28890cdb9d8436b5f40e7cfe,Homosexuality,12,0,0.0,1.0,0.0,2.0,0.2666666666666666,0.2666666666666666,0,0,0,0,0,
qwen/qwen-plus,20260916T200626Z_88ba5af838ed,88ba5af838eda5d298b312553d7c941e72a37cbf28890cdb9d8436b5f40e7cfe,Imagination,12,0,0.0,1.0,1.0,1.0,0.3333333333333334,0.33333333333333337,0,0,0,0,0,
qwen/qwen-plus,20260916T200626Z_88ba5af838ed,88ba5af838eda5d298b312553d7c941e72a37cbf28890cdb9d8436b5f40e7cfe,Independence,12,0,0.0,1.0,1.0,1.0,0.3333333333333334,0.33333333333333337,0,0,0,0,0,
qwen/qwen-plus,20260916T200626Z_88ba5af838ed,88ba5af838eda5d298b312553d7c941e72a37cbf28890cdb9d8436b5f40e7cfe,Joining in boycotts,12,0,0.0,0.5,1.0,1.0,0.11111111111111112,0.11111111111111115,0,0,0,0,0,
qwen/qwen-plus,20260916T200626Z_88ba5af838ed,88ba5af838eda5d298b312553d7c941e72a37cbf28890cdb9d8436b5f40e7cfe,Obedience,12,0,0.0,0.625,1.0,1.0,0.275,0.275,0,0,0,0,0,
qwen/qwen-plus,20260916T200626Z_88ba5af838ed,88ba5af838eda5d298b312553d7c941e72a37cbf28890cdb9d8436b5f40e7cfe,Religion,12,0,0.0,0.7083333333333334,1.0,1.0,0.2023809523809524,0.20238095238095233,0,0,0,0,0,
qwen/qwen-plus,20260916T200626Z_88ba5af838ed,88ba5af838eda5d298b312553d7c941e72a37cbf28890cdb9d8436b5f40e7cfe,Signing a petition,12,0,0.0,0.5416666666666666,1.0,1.0,0.12731481481481483,0.12731481481481488,0,0,0,0,0,
qwen/qwen-plus,20260916T200626Z_88ba5af838ed,88ba5af838eda5d298b312553d7c941e72a37cbf28890cdb9d8436b5f40e7cfe,dealing with people?,12,0,0.0,0.25,1.0,1.0,0.07142857142857141,8.326672684688674e-17,0,0,0,0,0,
qwen/qwen-plus-2025-07-28,20260916T194044Z_ac52652ff1f0,ac52652ff1f09e1f1972a8b751e1b1deca329cb555df54755aada79791bed940,Abortion,12,0,0.0,1.0,0.0,3.0,0.14999999999999994,0.15,0,0,0,0,0,
qwen/qwen-plus-2025-07-28,20260916T194044Z_ac52652ff1f0,ac52652ff1f09e1f1972a8b751e1b1deca329cb555df54755aada79791bed940,Attending peaceful demonstrations,12,0,0.0,0.75,1.0,1.0,0.20833333333333337,0.20833333333333334,0,0,0,0,0,
qwen/qwen-plus-2025-07-28,20260916T194044Z_ac52652ff1f0,ac52652ff1f09e1f1972a8b751e1b1deca329cb555df54755aada79791bed940,"Determination, perseverance",12,6,0.5,0.5,0.5,1.5,0.16666666666666666,0.16666666666666666,0,0,0,0,6,
qwen/qwen-plus-2025-07-28,20260916T194044Z_ac52652ff1f0,ac52652ff1f09e1f1972a8b751e1b1deca329cb555df54755aada79791bed940,God,12,6,0.5,0.5,0.5,1.5,0.1666666666666667,0.16666666666666669,0,0,0,0,6,
qwen/qwen-plus-2025-07-28,20260916T194044Z_ac52652ff1f0,ac52652ff1f09e1f1972a8b751e1b1deca329cb555df54755aada79791bed940,Homosexuality,12,0,0.0,1.0,0.0,3.0,0.21875,0.21875,0,0,0,0,0,
qwen/qwen-plus-2025-07-28,20260916T194044Z_ac52652ff1f0,ac52652ff1f09e1f1972a8b751e1b1deca329cb555df54755aada79791bed940,Imagination,12,6,0.5,0.5,0.5,1.5,0.16666666666666666,0.16666666666666666,0,0,0,0,6,
qwen/qwen-plus-2025-07-28,20260916T194044Z_ac52652ff1f0,ac52652ff1f09e1f1972a8b751e1b1deca329cb555df54755aada79791bed940,Independence,12,6,0.5,0.5,0.5,1.5,0.16666666666666666,0.16666666666666666,0,0,0,0,6,
qwen/qwen-plus-2025-07-28,20260916T194044Z_ac52652ff1f0,ac52652ff1f09e1f1972a8b751e1b1deca329cb555df54755aada79791bed940,Joining in boycotts,12,0,0.0,0.8541666666666666,1.0,1.0,0.21875,0.21875,0,0,0,0,0,
qwen/qwen-plus-2025-07-28,20260916T194044Z_ac52652ff1f0,ac52652ff1f09e1f1972a8b751e1b1deca329cb555df54755aada79791bed940,Obedience,12,0,0.0,0.5,1.0,1.0,0.1857142857142858,0.1857142857142857,0,0,0,0,0,
qwen/qwen-plus-2025-07-28,20260916T194044Z_ac52652ff1f0,ac52652ff1f09e1f1972a8b751e1b1deca329cb555df54755aada79791bed940,Religion,12,0,0.0,0.75,1.0,1.0,0.20000000000000004,0.19999999999999996,0,0,0,0,0,
qwen/qwen-plus-2025-07-28,20260916T194044Z_ac52652ff1f0,ac52652ff1f09e1f1972a8b751e1b1deca329cb555df54755aada79791bed940,Signing a petition,12,0,0.0,1.0,1.0,1.0,0.23333333333333336,0.23333333333333334,0,0,0,0,0,
qwen/qwen-plus-2025-07-28,20260916T194044Z_ac52652ff1f0,ac52652ff1f09e1f1972a8b751e1b1deca329cb555df54755aada79791bed940,dealing with people?,12,0,0.0,0.25,1.0,1.0,0.07142857142857141,8.326672684688674e-17,0,0,0,0,0,
qwen/qwen2.5-vl-72b-instruct,20260916T200346Z_02d386b067d5,02d386b067d55e0639d33db8b6f1e5c708c30acbada3125dcbabde47dc90edcf,Abortion,12,1,0.08333333333333333,0.75,0.6666666666666666,2.9166666666666665,0.17485076651743317,0.1160103785103785,0,0,0,0,1,
qwen/qwen2.5-vl-72b-instruct,20260916T200346Z_02d386b067d5,02d386b067d55e0639d33db8b6f1e5c708c30acbada3125dcbabde47dc90edcf,Attending peaceful demonstrations,12,0,0.0,0.8541666666666666,1.0,1.0,0.19513888888888895,0.19513888888888892,0,0,0,0,0,
qwen/qwen2.5-vl-72b-instruct,20260916T200346Z_02d386b067d5,02d386b067d55e0639d33db8b6f1e5c708c30acbada3125dcbabde47dc90edcf,"Determination, perseverance",12,0,0.0,0.9583333333333334,1.0,1.0,0.31349206349206354,0.31349206349206354,0,0,0,0,0,
qwen/qwen2.5-vl-72b-instruct,20260916T200346Z_02d386b067d5,02d386b067d55e0639d33db8b6f1e5c708c30acbada3125dcbabde47dc90edcf,God,12,7,0.5833333333333334,0.22916666666666666,0.4166666666666667,1.5833333333333333,0.08055555555555556,0.04722222222222219,0,0,0,0,7,
qwen/qwen2.5-vl-72b-instruct,20260916T200346Z_02d386b067d5,02d386b067d55e0639d33db8b6f1e5c708c30acbada3125dcbabde47dc90edcf,Homosexuality,12,0,0.0,1.0,0.25,3.5833333333333335,0.18941707569756353,0.1470032564544759,0,0,0,0,0,
qwen/qwen2.5-vl-72b-instruct,20260916T200346Z_02d386b067d5,02d386b067d55e0639d33db8b6f1e5c708c30acbada3125dcbabde47dc90edcf,Imagination,12,1,0.08333333333333333,0.7291666666666666,0.9166666666666666,1.0833333333333333,0.2535714285714286,0.24166666666666672,0,0,0,0,1,
qwen/qwen2.5-vl-72b-instruct,20260916T200346Z_02d386b067d5,02d386b067d55e0639d33db8b6f1e5c708c30acbada3125dcbabde47dc90edcf,Independence,12,2,0.16666666666666666,0.7916666666666666,0.8333333333333334,1.1666666666666667,0.2722222222222223,0.27222222222222225,0,0,0,0,2,
qwen/qwen2.5-vl-72b-instruct,20260916T200346Z_02d386b067d5,02d386b067d55e0639d33db8b6f1e5c708c30acbada3125dcbabde47dc90edcf,Joining in boycotts,12,0,0.0,0.6875,1.0,1.0,0.1713293650793651,0.1554563492063492,0,0,0,0,0,
qwen/qwen2.5-vl-72b-instruct,20260916T200346Z_02d386b067d5,02d386b067d55e0639d33db8b6f1e5c708c30acbada3125dcbabde47dc90edcf,Obedience,12,4,0.3333333333333333,0.4791666666666667,0.6666666666666666,1.3333333333333333,0.17410714285714288,0.1741071428571429,0,0,0,0,4,
qwen/qwen2.5-vl-72b-instruct,20260916T200346Z_02d386b067d5,02d386b067d55e0639d33db8b6f1e5c708c30acbada3125dcbabde47dc90edcf,Religion,12,0,0.0,0.8333333333333334,1.0,1.0,0.2152777777777778,0.07152777777777776,0,0,0,0,0,
qwen/qwen2.5-vl-72b-instruct,20260916T200346Z_02d386b067d5,02d386b067d55e0639d33db8b6f1e5c708c30acbada3125dcbabde47dc90edcf,Signing a petition,12,0,0.0,0.8333333333333334,1.0,1.0,0.20972222222222223,0.20972222222222223,0,0,0,0,0,
qwen/qwen2.5-vl-72b-instruct,20260916T200346Z_02d386b067d5,02d386b067d55e0639d33db8b6f1e5c708c30acbada3125dcbabde47dc90edcf,dealing with people?,12,1,0.08333333333333333,0.3541666666666667,0.9166666666666666,1.0833333333333333,0.1130952380952381,0.005952380952380848,0,0,0,0,1,
qwen/qwen3-14b,20260916T150121Z_49ae9f7a0909,49ae9f7a09090534a15fac734c2611c445a17139cad6c5684fa0581722f3fd70,Abortion,12,0,0.0,1.0,0.0,2.0,0.20000000000000004,0.2,0,0,0,0,0,
qwen/qwen3-14b,20260916T150121Z_49ae9f7a0909,49ae9f7a09090534a15fac734c2611c445a17139cad6c5684fa0581722f3fd70,Attending peaceful demonstrations,12,0,0.0,0.75,1.0,1.0,0.2108134920634921,0.20684523809523808,0,0,0,0,0,
qwen/qwen3-14b,20260916T150121Z_49ae9f7a0909,49ae9f7a09090534a15fac734c2611c445a17139cad6c5684fa0581722f3fd70,"Determination, perseverance",12,0,0.0,1.0,1.0,1.0,0.3333333333333334,0.33333333333333337,0,0,0,0,0,
qwen/qwen3-14b,20260916T150121Z_49ae9f7a0909,49ae9f7a09090534a15fac734c2611c445a17139cad6c5684fa0581722f3fd70,God,12,4,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.12222222222222223,0.10555555555555557,0,0,0,0,4,
qwen/qwen3-14b,20260916T150121Z_49ae9f7a0909,49ae9f7a09090534a15fac734c2611c445a17139cad6c5684fa0581722f3fd70,Homosexuality,12,0,0.0,1.0,0.75,1.75,0.2529761904761905,0.20803571428571438,0,0,0,0,0,
qwen/qwen3-14b,20260916T150121Z_49ae9f7a0909,49ae9f7a09090534a15fac734c2611c445a17139cad6c5684fa0581722f3fd70,Imagination,12,0,0.0,1.0,1.0,1.0,0.3333333333333334,0.33333333333333337,0,0,0,0,0,
qwen/qwen3-14b,20260916T150121Z_49ae9f7a0909,49ae9f7a09090534a15fac734c2611c445a17139cad6c5684fa0581722f3fd70,Independence,12,1,0.08333333333333333,0.9166666666666666,0.9166666666666666,1.0833333333333333,0.30555555555555564,0.3055555555555555,0,0,0,0,1,
qwen/qwen3-14b,20260916T150121Z_49ae9f7a0909,49ae9f7a09090534a15fac734c2611c445a17139cad6c5684fa0581722f3fd70,Joining in boycotts,12,0,0.0,0.5625,1.0,1.0,0.17708333333333334,0.17708333333333334,0,0,0,0,0,
qwen/qwen3-14b,20260916T150121Z_49ae9f7a0909,49ae9f7a09090534a15fac734c2611c445a17139cad6c5684fa0581722f3fd70,Obedience,12,0,0.0,0.4583333333333333,1.0,1.0,0.2125,0.17083333333333334,0,0,0,0,0,
qwen/qwen3-14b,20260916T150121Z_49ae9f7a0909,49ae9f7a09090534a15fac734c2611c445a17139cad6c5684fa0581722f3fd70,Religion,12,0,0.0,0.75,1.0,1.0,0.20000000000000004,0.16666666666666663,0,0,0,0,0,
qwen/qwen3-14b,20260916T150121Z_49ae9f7a0909,49ae9f7a09090534a15fac734c2611c445a17139cad6c5684fa0581722f3fd70,Signing a petition,12,0,0.0,0.75,1.0,1.0,0.22817460317460317,0.2142857142857143,0,0,0,0,0,
qwen/qwen3-14b,20260916T150121Z_49ae9f7a0909,49ae9f7a09090534a15fac734c2611c445a17139cad6c5684fa0581722f3fd70,dealing with people?,12,0,0.0,0.375,1.0,1.0,0.11904761904761903,0.11904761904761901,0,0,0,0,0,
qwen/qwen3-235b-a22b,20260916T150950Z_842298c634ec,842298c634ec0f57848b605f67fca161631a852a68192cae1a5377b1d9f31566,Abortion,12,0,0.0,1.0,0.0,2.0,0.1806451612903226,0.1806451612903226,0,0,0,0,0,
qwen/qwen3-235b-a22b,20260916T150950Z_842298c634ec,842298c634ec0f57848b605f67fca161631a852a68192cae1a5377b1d9f31566,Attending peaceful demonstrations,12,0,0.0,0.875,1.0,1.0,0.22083333333333335,0.22083333333333338,0,0,0,0,0,
qwen/qwen3-235b-a22b,20260916T150950Z_842298c634ec,842298c634ec0f57848b605f67fca161631a852a68192cae1a5377b1d9f31566,"Determination, perseverance",12,0,0.0,0.875,1.0,1.0,0.2738095238095239,0.2738095238095238,0,0,0,0,0,
qwen/qwen3-235b-a22b,20260916T150950Z_842298c634ec,842298c634ec0f57848b605f67fca161631a852a68192cae1a5377b1d9f31566,God,12,0,0.0,0.7708333333333334,1.0,1.0,0.22420634920634927,0.009920634920634969,0,0,0,0,0,
qwen/qwen3-235b-a22b,20260916T150950Z_842298c634ec,842298c634ec0f57848b605f67fca161631a852a68192cae1a5377b1d9f31566,Homosexuality,12,0,0.0,1.0,0.0,2.0833333333333335,0.24932795698924734,0.24932795698924726,0,0,0,0,0,
qwen/qwen3-235b-a22b,20260916T150950Z_842298c634ec,842298c634ec0f57848b605f67fca161631a852a68192cae1a5377b1d9f31566,Imagination,12,1,0.08333333333333333,0.6666666666666666,0.9166666666666666,1.0833333333333333,0.21296296296296294,0.17592592592592596,0,0,0,0,1,
qwen/qwen3-235b-a22b,20260916T150950Z_842298c634ec,842298c634ec0f57848b605f67fca161631a852a68192cae1a5377b1d9f31566,Independence,12,0,0.0,1.0,1.0,1.0,0.3333333333333334,0.33333333333333337,0,0,0,0,0,
qwen/qwen3-235b-a22b,20260916T150950Z_842298c634ec,842298c634ec0f57848b605f67fca161631a852a68192cae1a5377b1d9f31566,Joining in boycotts,12,0,0.0,0.75,1.0,1.0,0.20833333333333337,0.20833333333333334,0,0,0,0,0,
qwen/qwen3-235b-a22b,20260916T150950Z_842298c634ec,842298c634ec0f57848b605f67fca161631a852a68192cae1a5377b1d9f31566,Obedience,12,0,0.0,0.625,1.0,1.0,0.22271825396825395,0.2018849206349207,0,0,0,0,0,
qwen/qwen3-235b-a22b,20260916T150950Z_842298c634ec,842298c634ec0f57848b605f67fca161631a852a68192cae1a5377b1d9f31566,Religion,12,0,0.0,0.75,1.0,1.0,0.20000000000000004,0.19999999999999996,0,0,0,0,0,
qwen/qwen3-235b-a22b,20260916T150950Z_842298c634ec,842298c634ec0f57848b605f67fca161631a852a68192cae1a5377b1d9f31566,Signing a petition,12,0,0.0,0.75,1.0,1.0,0.20833333333333337,0.20833333333333334,0,0,0,0,0,
qwen/qwen3-235b-a22b,20260916T150950Z_842298c634ec,842298c634ec0f57848b605f67fca161631a852a68192cae1a5377b1d9f31566,dealing with people?,12,0,0.0,0.25,1.0,1.0,0.07142857142857141,8.326672684688674e-17,0,0,0,0,0,
qwen/qwen3-235b-a22b-2507,20260916T195827Z_dc09c3fe433c,dc09c3fe433c95591b336b279603c546152daf6534d90699323b3bcde754f5bf,Abortion,12,0,0.0,0.9791666666666666,0.0,2.3333333333333335,0.18252314814814816,0.1722222222222222,0,0,0,0,0,
qwen/qwen3-235b-a22b-2507,20260916T195827Z_dc09c3fe433c,dc09c3fe433c95591b336b279603c546152daf6534d90699323b3bcde754f5bf,Attending peaceful demonstrations,12,0,0.0,0.9791666666666666,1.0,1.0,0.23125000000000004,0.23125000000000004,0,0,0,0,0,
qwen/qwen3-235b-a22b-2507,20260916T195827Z_dc09c3fe433c,dc09c3fe433c95591b336b279603c546152daf6534d90699323b3bcde754f5bf,"Determination, perseverance",12,5,0.4166666666666667,0.5833333333333334,0.5833333333333334,1.4166666666666667,0.19444444444444445,0.1944444444444444,0,0,0,0,5,
qwen/qwen3-235b-a22b-2507,20260916T195827Z_dc09c3fe433c,dc09c3fe433c95591b336b279603c546152daf6534d90699323b3bcde754f5bf,God,12,2,0.16666666666666666,0.7291666666666666,0.8333333333333334,1.1666666666666667,0.2638888888888889,0.06388888888888897,0,0,0,0,2,
